Dirs,mass_b_0,semi_b_0,ecc_b_0,bMerge_eqtide,bMerge_eqstell
./final_data/runs_eqstell/15185,10.6148990219,0.149098581385,0.25824285013,0.0,-1.0
./final_data/runs_eqstell/03876,10.7727015338,0.0839422362699,0.0226013046026,0.0,-1.0
./final_data/runs_eqstell/22686,2.1846948541,0.105509248924,0.115000969299,0.0,-1.0
./final_data/runs_eqstell/09532,10.2288293474,0.0826655941468,0.195554171797,0.0,-1.0
./final_data/runs_eqstell/12710,1.68324999263,0.0953151381738,0.113128748493,0.0,-1.0
./final_data/runs_eqstell/14373,0.458683225518,0.147501359459,0.187686490795,0.0,-1.0
./final_data/runs_eqstell/10436,2.84544802716,0.0301947175517,0.141601891403,0.0,-1.0
./final_data/runs_eqstell/11562,2.94917605315,0.0122509045453,0.364260903375,0.0,1.0
./final_data/runs_eqstell/08737,1.51141750731,0.130072685166,0.0229874051927,0.0,-1.0
./final_data/runs_eqstell/05169,1.12480726597,0.0356756137784,0.394676217294,0.0,-1.0
./final_data/runs_eqstell/21246,1.9399497948,0.0144442156029,0.119539580934,1.0,1.0
./final_data/runs_eqstell/08442,0.301298115227,0.0777637058355,0.649952947369,0.0,-1.0
./final_data/runs_eqstell/10027,0.39874428689,0.117332067476,0.0340062724876,0.0,-1.0
./final_data/runs_eqstell/11397,8.07673683513,0.0424632097449,0.80512902254,0.0,1.0
./final_data/runs_eqstell/01329,9.79802254896,0.0451646773745,0.198484537465,0.0,-1.0
./final_data/runs_eqstell/01858,6.33283407339,0.124819321393,0.260485127449,0.0,-1.0
./final_data/runs_eqstell/18184,10.4503919183,0.0789913435494,0.0857766617981,0.0,-1.0
./final_data/runs_eqstell/02986,3.16365161931,0.122845443946,0.342083396827,0.0,-1.0
./final_data/runs_eqstell/20913,10.158129892,0.0447009004219,0.471127836373,0.0,-1.0
./final_data/runs_eqstell/24920,5.09215992983,0.124775829198,0.278792435917,0.0,-1.0
./final_data/runs_eqstell/17814,8.7673298041,0.117651363953,0.257043203865,0.0,-1.0
./final_data/runs_eqstell/03664,3.07335760343,0.125642074546,0.416839675672,0.0,-1.0
./final_data/runs_eqstell/08270,2.77717282049,0.0938990790863,0.0359403329489,0.0,-1.0
./final_data/runs_eqstell/13096,3.73726997501,0.089823137444,0.028987650894,0.0,-1.0
./final_data/runs_eqstell/13798,9.80094920302,0.0663289305523,0.328116067938,0.0,-1.0
./final_data/runs_eqstell/24474,2.35688970691,0.0473592899029,0.0454265697753,0.0,-1.0
./final_data/runs_eqstell/03223,3.38690853641,0.101397589752,0.0254107884984,0.0,-1.0
./final_data/runs_eqstell/19819,10.1755990469,0.0863122819415,0.193900351439,0.0,-1.0
./final_data/runs_eqstell/11114,10.468679907,0.018834534169,0.302145628164,0.0,1.0
./final_data/runs_eqstell/11451,9.92185110058,0.0718310741843,0.162865048492,0.0,-1.0
./final_data/runs_eqstell/01844,2.38229577783,0.0987085745778,0.303679606437,0.0,-1.0
./final_data/runs_eqstell/08432,11.5369114819,0.0846124792006,0.366848331297,0.0,-1.0
./final_data/runs_eqstell/14525,1.99771586657,0.0617286038008,0.00128510871778,0.0,-1.0
./final_data/runs_eqstell/12078,6.01253463627,0.04505017554,0.0619697507188,0.0,-1.0
./final_data/runs_eqstell/23540,9.91713638525,0.0273584907687,0.0507219993891,0.0,-1.0
./final_data/runs_eqstell/17718,4.70990337645,0.09544898481,0.0198089852753,0.0,-1.0
./final_data/runs_eqstell/17498,1.04623005326,0.0476716135723,0.301480726105,0.0,-1.0
./final_data/runs_eqstell/15146,5.7899983598,0.0896836464129,0.252010355236,0.0,-1.0
./final_data/runs_eqstell/03200,0.561699114666,0.10959748899,0.169178229056,0.0,-1.0
./final_data/runs_eqstell/11908,10.8626534276,0.132446480367,0.229456744447,0.0,-1.0
./final_data/runs_eqstell/20992,0.397700444369,0.143984249356,0.00919719818915,0.0,-1.0
./final_data/runs_eqstell/20041,11.600266856,0.0367910044156,0.20796850702,0.0,-1.0
./final_data/runs_eqstell/24836,10.0282329548,0.0103217637009,0.110451275846,1.0,1.0
./final_data/runs_eqstell/24984,2.04231141035,0.142954459502,0.139659371074,0.0,-1.0
./final_data/runs_eqstell/21810,3.01093879591,0.0716937697295,0.177817616651,0.0,-1.0
./final_data/runs_eqstell/00143,1.60792919236,0.0141967537384,0.359445623302,1.0,1.0
./final_data/runs_eqstell/24837,4.15896970525,0.0545936799734,0.138905037312,0.0,-1.0
./final_data/runs_eqstell/18033,11.1271471085,0.0282692877283,0.173848494651,0.0,-1.0
./final_data/runs_eqstell/22211,3.00178633734,0.136945212798,0.196720244938,0.0,-1.0
./final_data/runs_eqstell/07449,12.8001849098,0.022068519239,0.00646588390076,0.0,-1.0
./final_data/runs_eqstell/01102,7.48847981512,0.0376456502411,0.119196279298,0.0,-1.0
./final_data/runs_eqstell/12908,3.73733506469,0.105771953702,0.139136817913,0.0,-1.0
./final_data/runs_eqstell/05540,10.0609910923,0.104944492282,0.0935619812255,0.0,-1.0
./final_data/runs_eqstell/08579,2.57000138582,0.0585732133023,0.157312435088,0.0,-1.0
./final_data/runs_eqstell/21899,2.6034897308,0.129246306893,0.633543332592,0.0,-1.0
./final_data/runs_eqstell/22368,3.48670209048,0.0426207640922,0.814216656847,0.0,1.0
./final_data/runs_eqstell/11014,8.72680100596,0.0885997531908,0.246454448335,0.0,-1.0
./final_data/runs_eqstell/16144,5.02230534481,0.0370021526735,0.119012747522,0.0,-1.0
./final_data/runs_eqstell/18341,2.32494396515,0.0334206698073,0.00792397358086,0.0,-1.0
./final_data/runs_eqstell/17620,3.66690338935,0.0805608110956,0.69388768662,0.0,-1.0
./final_data/runs_eqstell/23052,7.30298167032,0.0521968562157,0.0770797666642,0.0,-1.0
./final_data/runs_eqstell/11300,9.21064606839,0.0395774738148,0.346629144678,0.0,-1.0
./final_data/runs_eqstell/08235,5.01230143485,0.0121697325789,0.116296325787,1.0,1.0
./final_data/runs_eqstell/00181,6.52450617338,0.0378714167249,0.0119986346953,0.0,-1.0
./final_data/runs_eqstell/02211,6.19859665886,0.121917271193,0.142931153713,0.0,-1.0
./final_data/runs_eqstell/14166,2.71367178252,0.0674761247398,0.174520801321,0.0,-1.0
./final_data/runs_eqstell/22804,2.87775903877,0.0618475612342,0.2654054742,0.0,-1.0
./final_data/runs_eqstell/20926,4.92555312619,0.0155408302707,0.129498922366,0.0,-1.0
./final_data/runs_eqstell/11245,11.2110741281,0.0990001619113,0.0976169612883,0.0,-1.0
./final_data/runs_eqstell/18519,11.3289828269,0.134071482113,0.0833972014131,0.0,-1.0
./final_data/runs_eqstell/05563,3.44917367991,0.074439934222,0.14344008173,0.0,-1.0
./final_data/runs_eqstell/09773,4.70743169986,0.138421234581,0.104602863638,0.0,-1.0
./final_data/runs_eqstell/20939,3.22096190254,0.104700409403,0.412982621948,0.0,-1.0
./final_data/runs_eqstell/04605,10.3497645289,0.0306061993052,0.674359402093,0.0,1.0
./final_data/runs_eqstell/14195,2.97681415374,0.067221343038,0.614581480581,0.0,-1.0
./final_data/runs_eqstell/19120,1.18882336627,0.0968322796852,0.0162097345653,0.0,-1.0
./final_data/runs_eqstell/12349,2.79768829999,0.133627702304,0.00556049938004,0.0,-1.0
./final_data/runs_eqstell/17345,2.24634418921,0.056467986737,0.00219695115462,0.0,-1.0
./final_data/runs_eqstell/16508,4.00377428421,0.142363774931,0.0057531149589,0.0,-1.0
./final_data/runs_eqstell/05188,1.92541640326,0.114015290797,0.148304520442,0.0,-1.0
./final_data/runs_eqstell/02599,2.23421721908,0.0247457550415,0.614652520195,0.0,1.0
./final_data/runs_eqstell/22878,10.4319500721,0.10103184948,0.840757208928,0.0,-1.0
./final_data/runs_eqstell/00238,3.44624756317,0.0171600780432,0.155500043531,0.0,-1.0
./final_data/runs_eqstell/09165,2.99203804703,0.0303638526865,0.609797915581,0.0,1.0
./final_data/runs_eqstell/01057,10.8305922803,0.0249481757952,0.349690983735,0.0,1.0
./final_data/runs_eqstell/11348,0.76285989322,0.138887828418,0.34529269094,0.0,-1.0
./final_data/runs_eqstell/17183,0.306975381413,0.0656445107882,0.0326742177673,0.0,-1.0
./final_data/runs_eqstell/14745,0.702210623186,0.0425538866394,0.254923308678,0.0,-1.0
./final_data/runs_eqstell/00817,7.92705532501,0.0394387916289,0.498499773923,0.0,-1.0
./final_data/runs_eqstell/06115,7.7276548617,0.126299946573,0.0294277038023,0.0,-1.0
./final_data/runs_eqstell/21390,5.36230735584,0.10575198393,0.0976425824747,0.0,-1.0
./final_data/runs_eqstell/01133,2.63194733289,0.0650776117202,0.126424231616,0.0,-1.0
./final_data/runs_eqstell/16782,1.40122955749,0.122287463578,0.282836639776,0.0,-1.0
./final_data/runs_eqstell/01542,5.77096486549,0.0712692622048,0.643014992199,0.0,-1.0
./final_data/runs_eqstell/13970,9.59868030859,0.0868567829093,0.0930142362554,0.0,-1.0
./final_data/runs_eqstell/11702,10.2605642892,0.0611261980101,0.0179890648256,0.0,-1.0
./final_data/runs_eqstell/16156,0.43255528038,0.0903178710593,0.512163115348,0.0,-1.0
./final_data/runs_eqstell/14544,0.692824919883,0.108213568567,0.38617747463,0.0,-1.0
./final_data/runs_eqstell/10668,11.0417418443,0.0213805677377,0.914002309105,1.0,1.0
./final_data/runs_eqstell/11699,0.981316938279,0.110697979828,0.132002904832,0.0,-1.0
./final_data/runs_eqstell/01483,2.58252713187,0.107111610288,0.424555669732,0.0,-1.0
./final_data/runs_eqstell/08592,2.3407436593,0.112338610665,0.248568623854,0.0,-1.0
./final_data/runs_eqstell/06295,8.07423159532,0.0494138249932,0.106215680337,0.0,-1.0
./final_data/runs_eqstell/12868,2.63422599786,0.0282676774899,0.10273106082,0.0,-1.0
./final_data/runs_eqstell/01636,9.43687886255,0.0477437254039,0.253987989843,0.0,-1.0
./final_data/runs_eqstell/12547,4.11322628695,0.0215251171748,0.0556963136283,0.0,-1.0
./final_data/runs_eqstell/20094,2.07852717851,0.135174247573,0.0988173779078,0.0,-1.0
./final_data/runs_eqstell/19331,0.495228618679,0.102875306641,0.0786547554777,0.0,-1.0
./final_data/runs_eqstell/06771,5.23640842383,0.138639160801,0.144454877331,0.0,-1.0
./final_data/runs_eqstell/19348,2.7511207608,0.013257071819,0.00712472128146,1.0,1.0
./final_data/runs_eqstell/14705,8.65509215419,0.118774564788,0.00740381931154,0.0,-1.0
./final_data/runs_eqstell/23638,10.5646586789,0.072458990821,0.0330715232354,0.0,-1.0
./final_data/runs_eqstell/15004,2.27735080399,0.0568483647201,0.260208426071,0.0,-1.0
./final_data/runs_eqstell/20374,9.75003472132,0.124313652759,0.255249714414,0.0,-1.0
./final_data/runs_eqstell/14672,8.49683627827,0.113375159051,0.52938332854,0.0,-1.0
./final_data/runs_eqstell/05067,11.9095341169,0.117161404917,0.290205276134,0.0,-1.0
./final_data/runs_eqstell/03490,2.05167617314,0.0695991908711,0.254398790285,0.0,-1.0
./final_data/runs_eqstell/06721,2.24406577932,0.0172972749407,0.33104675061,0.0,1.0
./final_data/runs_eqstell/04198,5.49595835556,0.136893869868,0.108588171407,0.0,-1.0
./final_data/runs_eqstell/02816,5.28622792367,0.11667270847,0.661893836938,0.0,-1.0
./final_data/runs_eqstell/08002,3.95720651874,0.130503946782,0.262037359687,0.0,-1.0
./final_data/runs_eqstell/22982,11.4744172018,0.0774348279534,0.0171629046499,0.0,-1.0
./final_data/runs_eqstell/24116,8.01688097237,0.0471572731929,0.614447053929,0.0,-1.0
./final_data/runs_eqstell/00236,2.57024879508,0.110927069611,0.027395696357,0.0,-1.0
./final_data/runs_eqstell/15371,3.33383178333,0.14283571229,0.250475031397,0.0,-1.0
./final_data/runs_eqstell/17812,5.57091515861,0.110209229534,0.408612896235,0.0,-1.0
./final_data/runs_eqstell/16314,12.3218617754,0.0715528683252,0.0798824145914,0.0,-1.0
./final_data/runs_eqstell/12221,7.59708745883,0.141997416082,0.324637553521,0.0,-1.0
./final_data/runs_eqstell/09597,4.66075385818,0.0969957130563,0.00640873388323,0.0,-1.0
./final_data/runs_eqstell/15455,7.68670370218,0.110061625699,0.118891489271,0.0,-1.0
./final_data/runs_eqstell/08916,1.97222829367,0.129937042559,0.13870309376,0.0,-1.0
./final_data/runs_eqstell/00725,5.19193481571,0.0482182665682,0.226650967814,0.0,-1.0
./final_data/runs_eqstell/12374,5.30944074609,0.146583005682,0.265032288369,0.0,-1.0
./final_data/runs_eqstell/21654,11.301490357,0.129357643458,0.122079906507,0.0,-1.0
./final_data/runs_eqstell/06542,1.55561737544,0.0660103949892,0.099057726718,0.0,-1.0
./final_data/runs_eqstell/13599,2.67217536994,0.0111590510717,0.28599564308,1.0,1.0
./final_data/runs_eqstell/19812,7.36010551558,0.0142521388054,0.240569737127,1.0,1.0
./final_data/runs_eqstell/13422,5.93660269378,0.13798724831,0.724657730527,0.0,-1.0
./final_data/runs_eqstell/07713,10.5350712408,0.0743416991101,0.0838156322819,0.0,-1.0
./final_data/runs_eqstell/08764,11.4440653261,0.0918817859409,0.637936539656,0.0,-1.0
./final_data/runs_eqstell/19731,10.7881722436,0.11429130066,0.16508042205,0.0,-1.0
./final_data/runs_eqstell/21892,1.58111642883,0.0272565690017,0.155777289586,0.0,-1.0
./final_data/runs_eqstell/08766,10.2246800985,0.0175335406793,0.0130703309471,1.0,1.0
./final_data/runs_eqstell/16712,0.741750877856,0.129054968857,0.114740928283,0.0,-1.0
./final_data/runs_eqstell/19778,1.92096374538,0.0479884141545,0.00597240654745,0.0,-1.0
./final_data/runs_eqstell/24701,4.62629190131,0.0276641039534,0.83398556456,1.0,1.0
./final_data/runs_eqstell/14508,1.82758443088,0.0709564598979,0.0285213977755,0.0,-1.0
./final_data/runs_eqstell/19865,1.55478699394,0.0675238128157,0.0867151554591,0.0,-1.0
./final_data/runs_eqstell/04309,5.56031084306,0.134123392093,0.093108051253,0.0,-1.0
./final_data/runs_eqstell/10706,3.22385481139,0.010528094328,0.334037756244,1.0,1.0
./final_data/runs_eqstell/20903,8.59559459967,0.128696171284,0.213811268107,0.0,-1.0
./final_data/runs_eqstell/20079,8.38162427052,0.143375094146,0.0747756046564,0.0,-1.0
./final_data/runs_eqstell/08186,5.89220729622,0.109127080094,0.0486148699858,0.0,-1.0
./final_data/runs_eqstell/01979,2.02940364791,0.130684194501,0.148559017019,0.0,-1.0
./final_data/runs_eqstell/17883,3.83318613724,0.03322322426,0.098170406549,0.0,-1.0
./final_data/runs_eqstell/14843,1.94455752392,0.131363494233,0.129333712452,0.0,-1.0
./final_data/runs_eqstell/11900,2.69789665428,0.0749628562609,0.189008767564,0.0,-1.0
./final_data/runs_eqstell/17580,3.39803126279,0.0979513667765,0.244197725498,0.0,-1.0
./final_data/runs_eqstell/01209,8.7416554815,0.0420141953437,0.630220061709,0.0,-1.0
./final_data/runs_eqstell/21170,11.5117363683,0.104523120024,0.681910029575,0.0,-1.0
./final_data/runs_eqstell/16503,6.51828193678,0.023057694991,0.1728846775,0.0,-1.0
./final_data/runs_eqstell/01154,2.14947735613,0.0896796417921,0.0570936985488,0.0,-1.0
./final_data/runs_eqstell/16716,10.7611451965,0.144379655936,0.312915355525,0.0,-1.0
./final_data/runs_eqstell/07322,8.50375184625,0.106992239126,0.0950781676873,0.0,-1.0
./final_data/runs_eqstell/15343,1.49095341114,0.0272730919565,0.00244627564867,0.0,-1.0
./final_data/runs_eqstell/12054,10.8010988724,0.0653419695738,0.390063737445,0.0,-1.0
./final_data/runs_eqstell/22114,1.94810362051,0.109399389419,0.1881274541,0.0,-1.0
./final_data/runs_eqstell/21114,11.5106025021,0.0107592953304,0.131657529185,1.0,1.0
./final_data/runs_eqstell/20854,3.17758686219,0.0659699827477,0.00960895249773,0.0,-1.0
./final_data/runs_eqstell/08602,1.80699231704,0.0369269982162,0.149158463172,0.0,-1.0
./final_data/runs_eqstell/17804,0.0445151049775,0.115585601915,0.500584707478,0.0,-1.0
./final_data/runs_eqstell/12311,4.73974611936,0.0709919040127,0.0092586523348,0.0,-1.0
./final_data/runs_eqstell/05568,1.30395969886,0.0192054537746,0.0995311693169,0.0,-1.0
./final_data/runs_eqstell/10959,4.08803202621,0.103958114827,0.129422495567,0.0,-1.0
./final_data/runs_eqstell/08704,2.38300065964,0.0471345907182,0.1419192507,0.0,-1.0
./final_data/runs_eqstell/21177,1.88139879438,0.0533300671568,0.825236226532,0.0,1.0
./final_data/runs_eqstell/00394,2.10166550466,0.0777769060476,0.361288905481,0.0,-1.0
./final_data/runs_eqstell/08162,3.64342714833,0.0800798340197,0.175874555931,0.0,-1.0
./final_data/runs_eqstell/02342,3.21056955014,0.0649675205602,0.239020096563,0.0,-1.0
./final_data/runs_eqstell/01467,0.957342750303,0.0616250669587,0.116020104281,0.0,-1.0
./final_data/runs_eqstell/13528,2.52537905979,0.134838791217,0.0645247367443,0.0,-1.0
./final_data/runs_eqstell/23368,5.12069364277,0.129991603351,0.691822372806,0.0,-1.0
./final_data/runs_eqstell/03361,10.8640094207,0.0620785436551,0.59543114105,0.0,-1.0
./final_data/runs_eqstell/23282,1.8593544733,0.146693019884,0.696307438721,0.0,-1.0
./final_data/runs_eqstell/10263,2.31599676563,0.0108138633749,0.226320080947,1.0,1.0
./final_data/runs_eqstell/23259,6.36051080927,0.0529867650338,0.294771923835,0.0,-1.0
./final_data/runs_eqstell/02811,1.62257019534,0.0339565130355,0.385556164742,0.0,-1.0
./final_data/runs_eqstell/05716,2.12581674439,0.0710224237294,0.0221461353882,0.0,-1.0
./final_data/runs_eqstell/14766,2.84106233162,0.0425516726079,0.646401868539,0.0,-1.0
./final_data/runs_eqstell/08176,10.7685316115,0.031889321259,0.38312320235,0.0,-1.0
./final_data/runs_eqstell/02648,6.16416492607,0.0630770999257,0.105985544599,0.0,-1.0
./final_data/runs_eqstell/17766,10.1378618517,0.1442863155,0.0199388439866,0.0,-1.0
./final_data/runs_eqstell/21927,9.84669585341,0.0789303412924,0.0191395888311,0.0,-1.0
./final_data/runs_eqstell/17821,2.37994873067,0.112546879285,0.362805073372,0.0,-1.0
./final_data/runs_eqstell/11693,2.9180014468,0.0881745727235,0.185786017936,0.0,-1.0
./final_data/runs_eqstell/04914,2.02328458246,0.054108303618,0.217479830045,0.0,-1.0
./final_data/runs_eqstell/07373,6.1475533322,0.137955489791,0.519476073653,0.0,-1.0
./final_data/runs_eqstell/07563,5.20481703293,0.0875553214152,0.0333172158322,0.0,-1.0
./final_data/runs_eqstell/03153,10.1386676103,0.119934760775,0.513313390208,0.0,-1.0
./final_data/runs_eqstell/20596,10.7636618773,0.101824698071,0.325652179529,0.0,-1.0
./final_data/runs_eqstell/13112,0.737506873278,0.104976519719,0.213934924719,0.0,-1.0
./final_data/runs_eqstell/22716,3.27812926681,0.0915679867581,0.198938267359,0.0,-1.0
./final_data/runs_eqstell/22231,1.26503510514,0.094908774685,0.463665598369,0.0,-1.0
./final_data/runs_eqstell/02941,1.82039688515,0.133405202683,0.184888246243,0.0,-1.0
./final_data/runs_eqstell/10175,3.87681722354,0.0544547746733,0.369505130589,0.0,-1.0
./final_data/runs_eqstell/21081,4.7386704711,0.132218042795,0.0718811993815,0.0,-1.0
./final_data/runs_eqstell/01165,10.506563177,0.0971634162568,0.0606131937317,0.0,-1.0
./final_data/runs_eqstell/13029,3.37111122135,0.0847891199731,0.107487077484,0.0,-1.0
./final_data/runs_eqstell/03725,4.60422850711,0.0126125710233,0.0444031227951,1.0,-1.0
./final_data/runs_eqstell/10376,1.90441989753,0.0120221890711,0.266751213389,1.0,1.0
./final_data/runs_eqstell/16235,10.108641347,0.0389611189495,0.119693376993,0.0,-1.0
./final_data/runs_eqstell/09004,1.70816397416,0.0752776180076,0.138608677151,0.0,-1.0
./final_data/runs_eqstell/16955,11.2995359229,0.0667290178267,0.639244350852,0.0,-1.0
./final_data/runs_eqstell/10258,8.05471548329,0.0972897596393,0.199863648236,0.0,-1.0
./final_data/runs_eqstell/06483,10.1344737008,0.105753900795,0.14260366791,0.0,-1.0
./final_data/runs_eqstell/16137,1.90860129083,0.122111034674,0.0350581172075,0.0,-1.0
./final_data/runs_eqstell/22506,11.4667921008,0.116058700865,0.750807427455,0.0,1.0
./final_data/runs_eqstell/02754,0.998586592227,0.110662922522,0.916876369088,0.0,1.0
./final_data/runs_eqstell/15115,2.39317095777,0.0834204083339,0.341402200333,0.0,-1.0
./final_data/runs_eqstell/14815,3.38669228942,0.0512068667908,0.477073267086,0.0,-1.0
./final_data/runs_eqstell/21511,1.9883800312,0.021252573273,0.325894670147,0.0,-1.0
./final_data/runs_eqstell/19072,4.30366090766,0.0851195530048,0.493328842367,0.0,-1.0
./final_data/runs_eqstell/13458,6.00884564959,0.137795521816,0.0197135915733,0.0,-1.0
./final_data/runs_eqstell/01950,1.7016624088,0.0391922796955,0.122882495821,0.0,-1.0
./final_data/runs_eqstell/06631,9.90999786363,0.021324862458,0.421168451436,0.0,1.0
./final_data/runs_eqstell/19924,10.5036147028,0.13302440511,0.485444838854,0.0,-1.0
./final_data/runs_eqstell/04625,4.03800453928,0.0476596521333,0.271570557439,0.0,-1.0
./final_data/runs_eqstell/17557,1.49845764659,0.0345947769669,0.173772938706,0.0,-1.0
./final_data/runs_eqstell/13564,2.10434179432,0.107118786936,0.127434839789,0.0,-1.0
./final_data/runs_eqstell/15985,5.43487597895,0.0927499767264,0.15817797006,0.0,-1.0
./final_data/runs_eqstell/06066,4.13509391838,0.107661898103,0.275982243036,0.0,-1.0
./final_data/runs_eqstell/21880,3.18011013699,0.123194481023,0.142048001244,0.0,-1.0
./final_data/runs_eqstell/18811,4.15861709711,0.0832294378489,0.302446262921,0.0,-1.0
./final_data/runs_eqstell/07727,10.490491036,0.0871961855954,0.125859224064,0.0,-1.0
./final_data/runs_eqstell/09114,2.43871763436,0.0132746692261,0.111728771469,1.0,1.0
./final_data/runs_eqstell/10534,3.70319994954,0.10421161723,0.122874764143,0.0,-1.0
./final_data/runs_eqstell/17215,2.11190466958,0.0162586729173,0.254931515824,1.0,1.0
./final_data/runs_eqstell/01843,10.416853445,0.11499609379,0.250185210985,0.0,-1.0
./final_data/runs_eqstell/21688,6.970693413,0.0674969051581,0.0160422809511,0.0,-1.0
./final_data/runs_eqstell/06319,11.78866516,0.126987496955,0.1140205254,0.0,-1.0
./final_data/runs_eqstell/04826,7.47532656557,0.0997021389342,0.0363314706463,0.0,-1.0
./final_data/runs_eqstell/16639,2.95995526331,0.0781559783103,0.282011511965,0.0,-1.0
./final_data/runs_eqstell/15478,1.26599220396,0.0791954989465,0.0566383131431,0.0,-1.0
./final_data/runs_eqstell/24487,0.391937883231,0.0218894313004,0.804001645989,1.0,1.0
./final_data/runs_eqstell/07219,3.62390945579,0.0376647931529,0.00084177635491,0.0,-1.0
./final_data/runs_eqstell/16359,12.5503250105,0.0260444297165,0.0643653332356,0.0,-1.0
./final_data/runs_eqstell/24930,6.90358614748,0.115547635429,0.0118347608276,0.0,-1.0
./final_data/runs_eqstell/05590,1.18162809832,0.0909493029618,0.687081761587,0.0,-1.0
./final_data/runs_eqstell/00773,1.86068249764,0.0520739172372,0.299139427366,0.0,-1.0
./final_data/runs_eqstell/19315,10.8499565713,0.0172429914492,0.00594144204399,1.0,1.0
./final_data/runs_eqstell/07749,9.83045741546,0.0975710386887,0.306750117882,0.0,-1.0
./final_data/runs_eqstell/05962,2.34661280165,0.126847352332,0.218814877515,0.0,-1.0
./final_data/runs_eqstell/22908,11.3074913039,0.0340165371419,0.373824785952,0.0,1.0
./final_data/runs_eqstell/08403,1.57392845332,0.0632402053812,0.318918115713,0.0,-1.0
./final_data/runs_eqstell/23231,1.13262886716,0.0758118610671,0.267805634949,0.0,-1.0
./final_data/runs_eqstell/10100,6.42620357656,0.0409585820504,0.241538457431,0.0,-1.0
./final_data/runs_eqstell/08397,4.16848843887,0.0182860525888,0.000796042924048,0.0,-1.0
./final_data/runs_eqstell/17040,3.8717477261,0.0508753172275,0.108446821075,0.0,-1.0
./final_data/runs_eqstell/03595,3.56673259311,0.0172750553474,0.680609912108,1.0,1.0
./final_data/runs_eqstell/07974,2.93729029238,0.0115350119468,0.0663235604725,1.0,1.0
./final_data/runs_eqstell/03610,12.4850182122,0.0490147993507,0.398495923851,0.0,-1.0
./final_data/runs_eqstell/14852,10.1113752204,0.0972103949461,0.479452732613,0.0,-1.0
./final_data/runs_eqstell/14849,2.71247833652,0.107239422758,0.460915257026,0.0,-1.0
./final_data/runs_eqstell/14415,4.12187109319,0.0505607452824,0.185842352358,0.0,-1.0
./final_data/runs_eqstell/07331,3.03673782463,0.070609838606,0.284188303468,0.0,-1.0
./final_data/runs_eqstell/19624,10.9875169953,0.016879246605,0.142822907287,1.0,1.0
./final_data/runs_eqstell/06958,8.23900882571,0.0367150851462,0.280002213826,0.0,-1.0
./final_data/runs_eqstell/01120,2.3685602064,0.0892928572161,0.0257104537551,0.0,-1.0
./final_data/runs_eqstell/11264,10.8260290259,0.0448899967853,0.113569146927,0.0,-1.0
./final_data/runs_eqstell/13736,0.769519710845,0.0256417158973,0.219094338973,0.0,-1.0
./final_data/runs_eqstell/21956,10.4148616792,0.104369388611,0.426240074385,0.0,-1.0
./final_data/runs_eqstell/13066,3.07701228701,0.0568488145372,0.302205145633,0.0,-1.0
./final_data/runs_eqstell/08003,1.17132266223,0.0398811777701,0.090280678883,0.0,-1.0
./final_data/runs_eqstell/01294,10.9584621384,0.01640250328,0.941852644719,1.0,1.0
