Dirs,mass_b_0,semi_b_0,ecc_b_0,bMerge_eqtide,bMerge_eqmesc
./final_data/runs_eqmesc/04533,11.0919997417,0.100904847456,0.0955101796221,0.0,0.0
./final_data/runs_eqmesc/03110,10.2124915183,0.0237191743493,0.31208738761,0.0,0.0
./final_data/runs_eqmesc/14872,3.30634824596,0.137520201683,0.210767104608,0.0,0.0
./final_data/runs_eqmesc/05756,1.50837324588,0.0348258500388,0.836362889547,0.0,1.0
./final_data/runs_eqmesc/12926,11.642355063,0.108043398821,0.247166960535,0.0,0.0
./final_data/runs_eqmesc/20622,11.4865099023,0.0398546916383,0.188655372721,0.0,0.0
./final_data/runs_eqmesc/08069,9.37352594624,0.145636664137,0.0452386358611,0.0,0.0
./final_data/runs_eqmesc/24372,2.73604533581,0.014824136035,0.128813909987,1.0,0.0
./final_data/runs_eqmesc/03039,1.50845945752,0.0304082692954,0.186358472386,0.0,0.0
./final_data/runs_eqmesc/13710,4.53773207395,0.0936120486873,0.685129619644,0.0,1.0
./final_data/runs_eqmesc/03569,11.225811861,0.126893631578,0.104225727659,0.0,0.0
./final_data/runs_eqmesc/07986,4.20311369931,0.0964269080646,0.115433243088,0.0,0.0
./final_data/runs_eqmesc/02977,6.57097842201,0.0361344426488,0.0762780353778,0.0,0.0
./final_data/runs_eqmesc/19961,10.0013076185,0.113991128528,0.117075722127,0.0,0.0
./final_data/runs_eqmesc/23876,9.61505125924,0.0934442756554,0.140362303012,0.0,0.0
./final_data/runs_eqmesc/17624,3.16287686434,0.017356414364,0.656924093428,0.0,1.0
./final_data/runs_eqmesc/13964,8.26780299113,0.0422014276607,0.645300691009,0.0,1.0
./final_data/runs_eqmesc/09593,2.47509941578,0.0236047262003,0.530668315587,0.0,1.0
./final_data/runs_eqmesc/20611,10.1806852725,0.147273024249,0.148178625671,0.0,0.0
./final_data/runs_eqmesc/13280,3.06439152949,0.127211443565,0.227395327408,0.0,0.0
./final_data/runs_eqmesc/06755,10.8086633196,0.0698411903299,0.269027353112,0.0,0.0
./final_data/runs_eqmesc/06372,10.6352755371,0.137789666922,0.262320320709,0.0,0.0
./final_data/runs_eqmesc/17924,10.280815102,0.122365522434,0.122439760776,0.0,0.0
./final_data/runs_eqmesc/23321,1.80229015371,0.148302091863,0.0528054939661,0.0,0.0
./final_data/runs_eqmesc/08516,11.4422005603,0.0282100320536,0.335764325746,0.0,0.0
./final_data/runs_eqmesc/14459,2.74225773029,0.139898462343,0.0481884367325,0.0,0.0
./final_data/runs_eqmesc/12053,1.60587431841,0.0432088264827,0.24092387228,0.0,0.0
./final_data/runs_eqmesc/10190,2.07310266401,0.0533834584103,0.5310558503,0.0,0.0
./final_data/runs_eqmesc/06429,9.50187782391,0.0558444372238,0.120126523667,0.0,0.0
./final_data/runs_eqmesc/06836,11.203749902,0.103704615567,0.241183688245,0.0,0.0
./final_data/runs_eqmesc/09592,3.02747335621,0.146558049456,0.0222037415299,0.0,0.0
./final_data/runs_eqmesc/13475,3.69842448398,0.148355437452,0.476800132221,0.0,0.0
./final_data/runs_eqmesc/06559,3.01653599124,0.132683305709,0.111124344222,0.0,0.0
./final_data/runs_eqmesc/20988,11.6252917481,0.117686486656,0.304593347725,0.0,0.0
./final_data/runs_eqmesc/11259,2.33886153471,0.117671836578,0.0450707056273,0.0,0.0
./final_data/runs_eqmesc/05875,3.02687866208,0.0215994914791,0.0490001600908,0.0,0.0
./final_data/runs_eqmesc/14286,10.8147866664,0.0747091191854,0.277025850468,0.0,0.0
./final_data/runs_eqmesc/18877,3.62189542837,0.132722309555,0.249664674558,0.0,0.0
./final_data/runs_eqmesc/01052,1.86414827903,0.0651156302886,0.250443968644,0.0,0.0
./final_data/runs_eqmesc/05252,2.98205131305,0.120816728119,0.335640472967,0.0,0.0
./final_data/runs_eqmesc/22086,4.79036369846,0.0191459151904,0.496972038489,0.0,1.0
./final_data/runs_eqmesc/17890,2.19446504121,0.0207949815127,0.0227509524735,0.0,0.0
./final_data/runs_eqmesc/07352,3.05901584344,0.0187213591379,0.0348694276481,1.0,0.0
./final_data/runs_eqmesc/14439,1.7236743717,0.111070131689,0.132391040339,0.0,0.0
./final_data/runs_eqmesc/24946,10.7755635595,0.0551053660098,0.178201724062,0.0,0.0
./final_data/runs_eqmesc/07573,4.32766500464,0.093263134834,0.0350756028031,0.0,0.0
./final_data/runs_eqmesc/23960,11.6136667725,0.142803333774,0.180647308861,0.0,0.0
./final_data/runs_eqmesc/21153,11.1339905265,0.0727678356269,0.0445768206524,0.0,0.0
./final_data/runs_eqmesc/20231,2.83955111626,0.0660417895762,0.142282526189,0.0,0.0
./final_data/runs_eqmesc/16927,2.96657243866,0.0465635767825,0.817003779096,0.0,1.0
./final_data/runs_eqmesc/20555,4.77301511378,0.135347885873,0.17582828613,0.0,0.0
./final_data/runs_eqmesc/02333,10.4731374682,0.0146181088048,0.0253021949649,1.0,1.0
./final_data/runs_eqmesc/22919,11.0643583948,0.14254168771,0.174178799333,0.0,0.0
./final_data/runs_eqmesc/19224,3.28976119867,0.129858188225,0.0307818042189,0.0,0.0
./final_data/runs_eqmesc/00938,3.52958691506,0.0807441333973,0.266315991957,0.0,0.0
./final_data/runs_eqmesc/23471,1.51016866438,0.0277387159763,0.101361785668,0.0,0.0
./final_data/runs_eqmesc/17153,3.34173305323,0.0978637566299,0.348614221258,0.0,0.0
./final_data/runs_eqmesc/15787,2.42756279539,0.0487073874624,0.075938775255,0.0,0.0
./final_data/runs_eqmesc/15378,8.9187290177,0.0393913123364,0.0284676269579,0.0,0.0
./final_data/runs_eqmesc/13126,9.89977252763,0.0420872973093,0.140356750772,0.0,0.0
./final_data/runs_eqmesc/22613,1.49972865972,0.0195080474861,0.348212805112,0.0,0.0
./final_data/runs_eqmesc/08742,11.2918122934,0.126321001629,0.1691394582,0.0,0.0
./final_data/runs_eqmesc/10392,2.47729420905,0.024278913272,0.0717988972741,0.0,0.0
./final_data/runs_eqmesc/06739,9.69616284397,0.010953928655,0.332585931192,1.0,1.0
./final_data/runs_eqmesc/00235,4.84468828884,0.0197893767503,0.00319661155018,0.0,0.0
./final_data/runs_eqmesc/14234,5.94227159202,0.0544370312961,0.335057181787,0.0,0.0
./final_data/runs_eqmesc/16924,7.04288506979,0.0103344242465,0.304013869221,1.0,1.0
./final_data/runs_eqmesc/13018,2.62257292448,0.0230817721211,0.134675730916,0.0,0.0
./final_data/runs_eqmesc/23233,2.20083804785,0.116980752436,0.0315743206964,0.0,0.0
./final_data/runs_eqmesc/15275,4.37048148892,0.086649861697,0.194233001999,0.0,0.0
